year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,geolocation,data_value_footnote_symbol,data_value_footnote
2023,MS,Mississippi,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,317,9.6071,8.237100000000002,10.9771,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,28,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MS,Mississippi,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,128,3.4984,2.7084,4.2884,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,28,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MS,Mississippi,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,3344,80.451,78.67099999999999,82.231,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,28,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MO,Missouri,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,374,6.936,6.046,7.826,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,29,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MO,Missouri,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,44,0.8545,0.47450000000000003,1.2345000000000002,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,29,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MO,Missouri,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,547,9.2848,8.2248,10.344800000000001,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,29,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MO,Missouri,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,304,6.1251,5.1951,7.0550999999999995,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,29,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MO,Missouri,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,5834,76.7997,75.2797,78.3197,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,29,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MT,Montana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,433,8.5822,7.5722000000000005,9.5922,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,30,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MT,Montana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,60,1.1786,0.7386000000000001,1.6186,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,30,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MT,Montana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,665,12.226,11.056000000000001,13.396,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,30,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MT,Montana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,386,7.7852,6.8252,8.7452,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,30,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MT,Montana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,5456,70.228,68.658,71.79799999999999,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,30,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NE,Nebraska,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,623,6.0143,5.4043,6.624300000000001,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,31,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NE,Nebraska,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,95,0.9378,0.6978,1.1778,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,31,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NE,Nebraska,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,1193,11.138,10.318,11.958,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,31,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NE,Nebraska,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,692,6.9178,6.2378,7.597799999999999,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,31,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NE,Nebraska,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,10097,74.9921,73.8921,76.09209999999999,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,31,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NV,Nevada,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,130,6.8402,5.0902,8.5902,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,32,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NV,Nevada,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,25,,,,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,32,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",*,Age-adjusted prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.
2023,NV,Nevada,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,222,11.3652,9.1352,13.5952,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,32,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NV,Nevada,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,170,7.6537,5.9037,9.4037,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,32,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NV,Nevada,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,2072,72.4543,69.43430000000001,75.4743,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,32,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NH,New Hampshire,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,178,5.5748,4.464799999999999,6.6848,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,33,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NH,New Hampshire,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,17,,,,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,33,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",*,Age-adjusted prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.
2023,NH,New Hampshire,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,542,11.6375,10.1275,13.147499999999999,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,33,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NH,New Hampshire,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,234,6.3926,5.2126,7.5725999999999996,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,33,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NH,New Hampshire,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,5933,75.9582,73.9882,77.9282,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,33,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NJ,New Jersey,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,268,3.4827,2.9227,4.0427,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,34,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NJ,New Jersey,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,86,1.2379,0.9078999999999999,1.5679,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,34,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NJ,New Jersey,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,846,11.2844,10.244399999999999,12.3244,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,34,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NJ,New Jersey,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,476,6.8739,6.0039,7.7439,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,34,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NJ,New Jersey,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,7502,77.121,75.771,78.47099999999999,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,34,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NM,New Mexico,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,176,6.4597,5.1097,7.809699999999999,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,35,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NM,New Mexico,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,23,0.8248,0.4148,1.2348,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,35,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NM,New Mexico,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,387,15.6486,13.4086,17.8886,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,35,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NM,New Mexico,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,196,9.5491,7.6991,11.399099999999999,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,35,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NM,New Mexico,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,2403,67.5177,64.74770000000001,70.2877,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,35,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,439,2.8224,2.4224,3.2224,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,36,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,129,1.0242,0.7742,1.2742,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,36,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,1606,10.348,9.598,11.098,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,36,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,778,4.8425,4.362500000000001,5.3225,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,36,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NY,New York,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,14134,80.9628,80.0328,81.89280000000001,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,36,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NC,North Carolina,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,167,5.0766,4.0866,6.0666,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,37,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NC,North Carolina,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,32,1.139,0.599,1.679,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,37,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NC,North Carolina,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,309,9.439,8.068999999999999,10.809000000000001,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,37,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NC,North Carolina,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,173,5.8641,4.6941,7.0341,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,37,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,NC,North Carolina,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,3365,78.4812,76.5912,80.3712,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,37,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ND,North Dakota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,259,5.8413,4.991300000000001,6.6913,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,38,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '47.47531977900047', 'longitude': '-100.11842104899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ND,North Dakota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,38,1.0628,0.6228,1.5028,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,38,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '47.47531977900047', 'longitude': '-100.11842104899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ND,North Dakota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,525,11.0799,9.9399,12.2199,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,38,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '47.47531977900047', 'longitude': '-100.11842104899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ND,North Dakota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,291,7.3957,6.3857,8.4057,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,38,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '47.47531977900047', 'longitude': '-100.11842104899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ND,North Dakota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,4541,74.6203,73.0403,76.2003,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,38,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '47.47531977900047', 'longitude': '-100.11842104899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OH,Ohio,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,571,6.4763,5.7563,7.1963,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,39,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OH,Ohio,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,58,0.8475,0.48750000000000004,1.2075,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,39,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OH,Ohio,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,912,9.4324,8.5824,10.282399999999999,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,39,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OH,Ohio,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,526,5.822,5.112,6.532,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,39,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OH,Ohio,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,11178,77.4217,76.2217,78.6217,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,39,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OK,Oklahoma,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,318,6.9581,6.0881,7.8281,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,40,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OK,Oklahoma,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,58,1.531,1.061,2.001,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,40,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,OK,Oklahoma,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,457,9.5772,8.527199999999999,10.6272,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,40,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
