year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,geolocation
2022,30300,"Lewiston, ID-WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,115,26.8,20.7,33,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30300,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '46.2516957', 'longitude': '-116.9250166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30300,"Lewiston, ID-WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,389,73.2,67,79.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30300,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '46.2516957', 'longitude': '-116.9250166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30700,"Lincoln, NE Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,138,17.9,14.5,21.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30700,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.8174581', 'longitude': '-96.8687277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30700,"Lincoln, NE Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,660,82.1,78.7,85.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30700,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.8174581', 'longitude': '-96.8687277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,257,26.6,22.8,30.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30780,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '34.7557726', 'longitude': '-92.4005889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,821,73.4,69.5,77.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30780,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '34.7557726', 'longitude': '-92.4005889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,614,18.5,16.5,20.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,31080,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '34.065193', 'longitude': '-118.1827533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2532,81.5,79.6,83.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,31080,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '34.065193', 'longitude': '-118.1827533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,215,25.4,21.1,29.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,31140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.2395909', 'longitude': '-85.6816455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,781,74.6,70.2,78.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,31140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.2395909', 'longitude': '-85.6816455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,31540,"Madison, WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,207,23.9,20.4,27.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,31540,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.06707', 'longitude': '-89.40105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,31540,"Madison, WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,686,76.1,72.5,79.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,31540,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.06707', 'longitude': '-89.40105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,183,24.8,20.3,29.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,32820,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '35.0244129', 'longitude': '-89.8719654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,616,75.2,70.6,79.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,32820,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '35.0244129', 'longitude': '-89.8719654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,109,12.5,9.4,15.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33100,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '26.1018233', 'longitude': '-80.4787524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,783,87.5,84.5,90.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33100,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '26.1018233', 'longitude': '-80.4787524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,2518,23.8,22.7,24.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33460,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '45.0661679', 'longitude': '-93.2002175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,8110,76.2,75.1,77.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33460,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '45.0661679', 'longitude': '-93.2002175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33660,"Mobile, AL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,112,22.3,17.4,27.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33660,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '30.6845669', 'longitude': '-88.1965631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33660,"Mobile, AL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,438,77.7,72.7,82.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33660,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '30.6845669', 'longitude': '-88.1965631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,168,21.5,17,26,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,34820,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '33.9092627', 'longitude': '-78.6127235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,740,78.5,74,83,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,34820,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '33.9092627', 'longitude': '-78.6127235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,238,27.6,24.1,31.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,34980,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '36.1181822', 'longitude': '-86.6441196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,676,72.4,68.9,75.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,34980,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '36.1181822', 'longitude': '-86.6441196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35004,"Nassau County-Suffolk County, NY Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,286,15.3,12.9,17.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35004,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.9057116', 'longitude': '-72.8348288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35004,"Nassau County-Suffolk County, NY Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1676,84.7,82.3,87.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35004,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.9057116', 'longitude': '-72.8348288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35084,"Newark, NJ-PA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,298,14,11.9,16.2,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35084,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.9761049', 'longitude': '-74.7440713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35084,"Newark, NJ-PA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1774,86,83.8,88.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35084,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.9761049', 'longitude': '-74.7440713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35154,"New Brunswick-Lakewood, NJ Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,294,14.6,12.2,16.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35154,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.4862', 'longitude': '-74.4518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35154,"New Brunswick-Lakewood, NJ Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1928,85.4,83.1,87.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35154,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.4862', 'longitude': '-74.4518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,428,28.4,25.3,31.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35380,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '29.805532', 'longitude': '-89.7013821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1108,71.6,68.6,74.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35380,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '29.805532', 'longitude': '-89.7013821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35614,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,1554,15.6,14.6,16.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35614,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.777958', 'longitude': '-73.966303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35614,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,8110,84.4,83.5,85.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35614,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.777958', 'longitude': '-73.966303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,74,15.9,10.4,21.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35840,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '27.3642461', 'longitude': '-82.3193366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,423,84.1,78.7,89.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,35840,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '27.3642461', 'longitude': '-82.3193366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,170,18.8,14.6,22.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36084,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '37.782952', 'longitude': '-121.908961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,680,81.2,77.1,85.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36084,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '37.782952', 'longitude': '-121.908961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,516,29.1,26.5,31.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36260,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.1239934', 'longitude': '-111.8690195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1422,70.9,68.3,73.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36260,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.1239934', 'longitude': '-111.8690195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36420,"Oklahoma City, OK Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,451,25.7,23.2,28.2,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36420,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '35.4295371', 'longitude': '-97.5063422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36420,"Oklahoma City, OK Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1368,74.3,71.8,76.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36420,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '35.4295371', 'longitude': '-97.5063422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,359,18.5,16.4,20.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36540,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.2904514', 'longitude': '-95.9999621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1773,81.5,79.3,83.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36540,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.2904514', 'longitude': '-95.9999621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,173,20.5,16.4,24.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36740,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '28.4343441', 'longitude': '-81.3558288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,769,79.5,75.5,83.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,36740,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '28.4343441', 'longitude': '-81.3558288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,37964,"Philadelphia, PA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,194,22.7,19,26.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,37964,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.1272286', 'longitude': '-75.411253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,37964,"Philadelphia, PA Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,645,77.3,73.5,81,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,37964,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.1272286', 'longitude': '-75.411253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38060,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,751,19.9,18.1,21.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38060,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '33.1857602', 'longitude': '-112.0678514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38060,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,3117,80.1,78.2,81.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38060,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '33.1857602', 'longitude': '-112.0678514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38300,"Pittsburgh, PA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,225,23.6,20.1,27,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38300,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '40.4343404', 'longitude': '-79.8280504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38300,"Pittsburgh, PA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,841,76.4,73,79.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38300,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '40.4343404', 'longitude': '-79.8280504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,634,26.1,23.5,28.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38860,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.6514083', 'longitude': '-70.418375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2244,73.9,71.3,76.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38860,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.6514083', 'longitude': '-70.418375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,1062,25,23.3,26.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38900,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '45.6006149', 'longitude': '-122.4842452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,3132,75,73.3,76.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,38900,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '45.6006149', 'longitude': '-122.4842452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,85,17.9,13.2,22.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39100,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.5752737', 'longitude': '-73.921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,430,82.1,77.4,86.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39100,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.5752737', 'longitude': '-73.921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39340,"Provo-Orem, UT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,417,24.4,21.9,26.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39340,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.8720611', 'longitude': '-112.3590475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39340,"Provo-Orem, UT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1443,75.6,73.2,78.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39340,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.8720611', 'longitude': '-112.3590475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39580,"Raleigh, NC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,116,20.5,16.6,24.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39580,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '35.7567393', 'longitude': '-78.4604386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39580,"Raleigh, NC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,465,79.5,75.5,83.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39580,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '35.7567393', 'longitude': '-78.4604386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,39660,"Rapid City, SD Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,159,23,18.6,27.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,39660,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '44.315478', 'longitude': '-102.7648382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
